"issuekey","type","components","storypoint","title","description_text"
"DNN-19514","Improvement","Skins - DotNetNuke",3,"HTML5 tags as content panes","We are transforming our new skins to html 5, for now just the little steps. But I encountered the following issue. It seems to be that DNN&nbsp; does not allow header and footer tags to be contentpanes. For example &nbsp;&lt;footer class=""footer""&nbsp; id=""FooterPane""&nbsp; runat=""server""&gt;&lt;/footer&gt; &nbsp;Is not recognized. Does anybody have an idea why?&nbsp;  For now I included an extra div in the footer element for the content pane, but I would like the use the html 5 tags for content panes as well.     Clear Steps to Reproduce: 1- enter the following into en dnn html 5 skin 2.- &lt;footer class=""footer""&nbsp; id=""FooterPane""&nbsp; runat=""server""&gt;&lt;/footer&gt;  Actual Result: 1. No error, but the footer will not act as an contentpane 2.  Expected Result: 1. The footer should act as an contentpane"
"DNN-19591","Improvement","Host - Site Management",2,"Portal templates are incomplete","This is long overdue, but has just become more urgent due to the new popups being enabled by default on all new sites.  Problem Certain site settings are not being included in the portal template when it is exported. It means that portal creation is incomplete when a portal template is imported.  Solution Please add these items to the portal template:  In Site Settings, Usability Settings:      Enable Pop-Ups     Inline Editor Enable     Hide System Folders     Control Panel Mode     Control Panel Visibility     Control Panel Security"
"DNN-19668","Improvement","Admin - Event Viewer",3,"For authenticated hosts, consider allowing click-through from ""critical error has occurred"" error message to associated event log entry","This would save me a considerable amount of time during debugging, especially if the associated event log entry were displayed inside a pop-up window."
"DNN-19924","Bug","Modules - Core",1,"Console module incorrectly sorts candidate tabs","In DesktopModules/Admin/Console/ViewConsole.ascx.cs on or about line 302, the candidate tabs are sorted by level and child-status:    if ((IsHostTab()))     {     tempTabs = TabController.GetTabsBySortOrder(Null.NullInteger).OrderBy(t =&gt; t.Level).ThenBy(t =&gt; t.HasChildren).ToList();     } else     {     tempTabs = TabController.GetTabsBySortOrder(PortalId).OrderBy(t =&gt; t.Level).ThenBy(t =&gt; t.HasChildren).ToList();     }    This change was introduced in changeset 61158.   This modification was erroneous, and causes incorrect results when the console module is applied against a multi-level page hierarchy.   Specifically, the subsequent loop assumes an ordering of the following form:   Tab Level 1 Sort 1 Tab Level 1 Sort 2     Tab Level 2 Sort 1     Tab Level 2 Sort 2 Tab Level 1 Sort 3     Tab Level 2 Sort 1         Tab Level 3 Sort 1   However, the ordering identified above does not perform this sorting.  If the GetTabsBySortOrder call does not return an ordering with recursive grouping (I&apos;m not sure whether it does), additional work will need to be performed to achieve the desired ordering.   At a minimum, the modification should be removed to read:     if ((IsHostTab()))     tempTabs = TabController.GetTabsBySortOrder(Null.NullInteger); else     tempTabs = TabController.GetTabsBySortOrder(PortalId);     (Extraneous brackets removed due to lame-ness.)   I&apos;m unable to identify the work item that motivated the erroneous change; if it is posted in the comments I can investigate further."
"DNN-20052","Improvement","Performance",1,"RazorScriptFile - optimization","Brief Description of Issue:    Per my conversation with Charles Nurse last week, the new RazorScriptFile method generates a redundant filesystem lookup when .cshtml files are being used (the most common case).   From our email thread:   I don�t have the code handy, but in pseudocode, it�s basically: &nbsp;                 Make the script filename with .cshtml extension                 Issue filesystem lookup                                 Does it exist?                 No {                                 Change it to .vbhtml                 }                 Issue filesystem lookup (again)                 Does it exist?                 No {                                 Bail out with error                 }                 Return success result &nbsp; I believe a more optimal way to write that would be: &nbsp;                 Make the script filename with .cshtml extension                 Issue filesystem lookup                                 Does it exist?                 No {                                 Change it to .vbhtml                                 Issue filesystem lookup                                 Does it exist?                                 No {                                                 Bail out with error                                 }                 }                 Return success result &nbsp; This obviously has the effect of eliminating a filesystem lookup for the most common case."
"DNN-20082","Improvement","Client Resources",1,"When combining CSS and JS, write a comment to tell which file is which","Right now when you combine files you don&apos;t know which file the css or js is coming from. It would be nice to print out a comment that tells which file is which. Perhaps this should be a configurable option as well?   The composite file provider in CDF currently does        if (type == ClientDependencyType.Javascript)     {      sw.Write("";;;""); //write semicolons in case the js isn&apos;t formatted correctly. This also helps for debugging.     }   We could follow the same strategy --   if (optionIsEnabledD) { sw.Write(fileNameComment); }   This will help for debugging when composite files is enabled (which is admittedly not the best way to do it, but hey sometimes you need to)."
"DNN-20135","Bug","Modules - Core",1,"Incorrect ordering of items in Console module","Brief Description of Issue: C# version of console module has different (incorrect) hierarchy ordering over its VB.NET predecessor.  Clear Steps to Reproduce: 1. Go to &apos;Admin &gt; Page Management&apos; right click &apos;My Website &gt; Add Page(s)&apos; 2. Create the following structure TestRoot &gt;Test1 &gt;&gt;SubTest1-1 &gt;&gt;SubTest1-2 &gt;Test2 &gt;&gt;SubTest2-1 &gt;&gt;SubTest2-2 &gt;Test3 &gt;Test4 2. Disable link in navigation for Test1 and Test2 (makes problem more visible) 3. Go to TestRoot page and add Console module on it 4. Switch Console module to Detailed view  Actual Result: 1. First it lists root pages (Test3, Test4) that have no children, then ones that do have children (Test1, Test2). And then the actual children (SubTest..). 2. Screenshot #1  Expected Result: 1. Copy hierarchy exactly as it is so first would be Test1, then children of Test1, then Test2, then children of Test2, then Test3 and Test4. 2. Screenshot #2  I managed to fix this at ~/DestopModules/Admin/Console/ViewConsole.ascx.cs lines 299 and 303 where i removed OrderBy  Before: tempTabs = TabController.GetTabsBySortOrder(PortalId).OrderBy(t =&gt; t.Level).ThenBy(t =&gt; t.HasChildren).ToList();  After: tempTabs = TabController.GetTabsBySortOrder(PortalId);"
"DNN-20186","Bug","Data Access (DAL)",5,"DB: Change Columns from NTEXT to NVARCHAR(MAX)","Hi DNNCorp, I was running some queries against the DNN database and I was running into some errors.  After investigating the issue, I found that the root problem was caused by DNN&apos;s use for the NTEXT data type.  This datatype has been deprecated since SQL2005 and should not be used.  It should be replaced with NVARCHAR(MAX) columns.   http://msdn.microsoft.com/en-us/library/ms187993(v=sql.90).aspx    The following columns need to be fixed:   EventLog.LogProperties EventQueue.Attributes HtmlText.Content HtmlText.Summary Packages.License Packages.Manifest Packages.ReleaseNotes Profile.ProfileData ProfilePropertyDefinition.DefaultValue ScheduleHistory.LogNotes Social_Messages.Body SocialGroups.GroupText SystemMessages.MessageValue TabModules.Header TabModules.Footer Vendors.KeyWords vw_aspnet_MembershipUsers.Comment vw_Modules.Header vw_Modules.Footer vw_TabModules.Header vw_TabModules.Footer"
"DNN-3044","Bug","Mobile",1,"SI:iPhone and iPad mega menu rendering issue","Brief Description of Issue: On the iPhone and iPad the Home Page sub-menu is not rendering.  Clear Steps to Reproduce: 1. Host&gt;Site Management 2. Click Manage &gt;Add New site &gt;Site type : child portal 3. Template: Select mobile website "" Default skin DarkKnightMobile -home"" and create site.   Browse the child portal and home page Sub-menu is not rendering with DarkKnightMobile -home, but if i switch the skin to DarkKnightMobile -interior, Home page sub-menu start rendering fine.."
"DNN-20333","Bug","Core API",1,"Error inside ModuleSettingsPresenterBase","Brief Description of Issue:   The constructor of ModuleSettingsPresenterBase&lt;TView&gt; does not instantiate dictionaries for TabModuleSettings and ModuleSettings in its constructor. Subsequently, Presenters inheriting from ModuleSettingsPresenterBase&lt;TView&gt; will have to instantiate these two dictionaries inside their constructors or else a Null Reference Exception will be thrown when trying to access them. This is especially galling because the method LoadFromContext() of ModuleSettingsPresenterBase&lt;TView&gt; will try to add settings to these two dictionaries. It does so if setting keys are present inside ModuleContext.Configuration.ModuleSettings and .TabModuleSettings.    Since LoadFromContext() does this, I think it should be the job of ModuleSettingsPresenterBase&lt;TView&gt; to instantiate its own properties!"
