"issuekey","type","components","storypoint","title","description_text"
"APSTUD-6446","Bug","PyDev",0,"Preferences dialog too large","At a resolution of 1024x768 some of the preferences are inaccessible. Notably, the main Pydev and the Pylint sub item contain preferences that go off the bottom off the dialog and are not accessible.  These dialogs should probably be reorganized. Having too many settings on a dialog may be unwise in any case."
"APSTUD-2573","Story","PyDev",1,"Pydev local import quick fix does not condense imports from same file","{html}<div><p>To reproduce:</p>  <pre>  <code class=""python"">class Eggs(object):    def spam():      from string import Template      return Template('') + digits # Press CTRL+1 on this line. Hold down CTRL while selecting from string for 'string.digits'</code>  </pre>  <p>result:<br></p>  <pre>  <code class=""python"">class Eggs(object):    def spam():      from string import Template    from string import digits      return Template('') + digits</code>  </pre>  <p>expected:<br></p>  <pre>  <code class=""python"">class Eggs(object):    def spam():      from string import Template, digits      return Template('') + digits</code>  </pre></div>{html}"
"APSTUD-2286","Improvement","Terminal",8,"Implement improved terminal hyperlink detection","On terminal windows with a long history of output (a couple pages), scrolling up with the mouse wheel will jump back down once it reaches a certain point. However, if you manually drag the scroll bar up, you can see history beyond the jumping point. I've seen this reproducible on Allen's machine when you tail rails logs. You can see similar symptoms in the attached movie.    A short investigation showed that the issue relates to the implementation of hyperlink detection in Terminal. Disabling hyperlink detection eliminates the issue.    Suggested fix: Re-implement hyperlink detection code to make it free of scrolling/drawing issues."
"APSTUD-1889","Bug","Editor",5,"The editor find toolbar interrupts certain keyboard shortcuts","Scenario:  You have several tabs open, and the cursor/focus is somewhere within the ""Find"" toolbar that appears at the bottom of the screen (shortcut = Cmd+F).    Steps to reproduce:  1. Open a file in the studio editor.  2. Open the find toolbar (CMD+F).  3. With focus in the toolbar press CMD+tab.    Expected behavior:  User should be able to use OS keyboard shortcuts while in Studio.    Actual behavior:  Keyboard shortcuts do no work while focus is on the find toolbar.    Note:  This also happens for the Open Resource shortcut (CMD+T) and the Close Window shortcut (CMD+W)."
"APSTUD-1839","Improvement","Project Explorer",5,"Allow to open a closed project by double-clicking on it in Project Explorer","{html}<div><p>I have the latest Aptana 3 installed. I have the preference  selected to open projects with double click, it doesn't work. I  switched it to single click, same result, didn't work.</p>  <p>Let me know if you need more information!</p>  <p>Thanks,<br>  Jason</p></div>{html}"
"APSTUD-1698","Bug","Content Assist|Editor",5,"No file system is defined for scheme","From the log file:    "
"APSTUD-1507","Epic","Editor",0,"Enable multi-line search in find bar","There's _still_ no multi line search/replace! Now I know there's the DRY principle that any good coder should utilize. But there's just tons of situations where it's needed.    Like wireframing/prototyping where the DRY principle is practically not applicable. Also searching other's code for a specific line is much easier if you can just paste a chunk of code into the search bar. You know - tutorials - that some of us have to do to stay on top.    In the meantime, you'll have to use regular expressions (use \R for carriage returns). Longer-term, suggest modifying the find bar to allow for a ""multi-line"" option.    Proposed spec: https://wiki.appcelerator.org/display/guides2/Multiline+Search+and+Replace"
"APSTUD-832","Bug","Editor|Usability",8,"Find dialog cause text selection to ""invert"" colors","This is what happens:    # I select some text - I open the find/replace dialog (I press CTRL+F then click on the magnifier icon in the search bar)  # At this point the selection is gone (like it is ""inverted"" or something similar), so the option to find/replace only in selected line is useless.    I'm on the latest build (win7) and never experienced this before. The error log is clean."
"APSTUD-814","Improvement","Editor",13,"Option to remove trailing whitespace on file save","Eclipse PDT provides the option to have trailing whitespace automatically removed from files on save (i.e. from the end of a line where it has no impact).    Is it possible you could add this useful feature?"
"APSTUD-769","Story","PHP",40,"PHP Debugger","This is something that was shipped with 1.5 (skipped out on 2.0 so don't know if it's there). Don't know if this is planned for 3.0 (on the product page I've seen that JS debugging is coming soon),  yet it would be great if this were to be found into Aptana again (same goes for the ability to run a script through the PHP parser to get the output).    I've found the debugger to be one of the main Aptana features I use during my lectures (I'm a lecturer at a technical university), helping the students to understand what's going on on ""the inside"" of a PHP process."
"APSTUD-612","Bug","JS",8,"Redraw error when using JS snippet","{html}<div><p>This may actually be an issue with my VM, but I'm posted this in  case it's indicative of some other issue.</p>  <ol>  <li>Open a JS editor<br></li>  <li>type: for<br></li>  <li>type a tab<br></li>  <li>Allow enough time to pass so that the popup appears next to the  two ""for"" snippets that are available<br></li>  <li>type: 2</li>  </ol>  <p>At this point, the two popups go away but I see trash further  down the screen. That trash moves as I add/remove lines.</p></div>{html}"
"APSTUD-190","Bug","PHP",13,"PHP Autocompletion for parent methods","When you overwrite a parent method you often need to call it from the new method, example:        Aptana does not autocomplete the methods after ""parent::""    Suggested fix:    # Attempt to replicate  # Check to see if the item is fixed in 5.4, or in a newer version of the 5.3 parsers  # If not in our code and can't be fixed, link to PDT issue referencing the problem"
"APSTUD-99","Bug","Content Assist|JS",8,"Content assist popup is shown outside the screen boundaries","As you can see from the image, the JavaScript content assist popup displays outside the screen boundary to the right.  "
"APSTUD-23","Bug","Usability",8,"Aptana tries to open a new instance of itself when opening files via Windows Explorer","{html}<div><p>Assigned to <a href=  ""http://aptanastudio.tenderapp.com/discussions/problems/49-aptana-tries-to-open-a-new-instance-of-itself-when-opening-files-from-win-explorere"">  Tender issue #49</a>. As reported in Tender:</p>  <blockquote>  <p>OS: Win XP</p>  <p>When Aptana is running and I try to open files from my Windows  Explorer (with double click or enter) Aptana displays ""Workspace in  use or cannot be created, choose a different one"" after showing the  splash screen for 2-3 seconds.</p>  <p>Dragging files into my running instance won't cause this  behavior. Opening files from my Project view causes no problems,  except .htaccess files. As a temp solution I chose to open  .htaccess files with Notepad.</p>  <p>This is what I already did (with no luck);</p>  <ul>  <li>My installation folder and workspace folder are both  writable.</li>  <li>I did several complete re-installs.</li>  <li>I removed the .lock file in my workspace folder.</li>  <li>I created a new workspace folders and switched to it.</li>  <li>I have administrator rights.</li>  </ul>  <p>Creating a new workspace will fix my problem temporary but the  problem is back within a week.</p>  <p>In Aptana 1.2 I never saw a splash screen when Aptana was  running and I opened another file. The files were just loaded in  the running instance. Is this caused by Eclipse 3.5?</p>  <p>This is quite annoying cause every time the splash screen shows  it either takes up 3 seconds of the file won't open due to the  locked workspace.</p>  </blockquote></div>{html}"
"APSTUD-2691","Bug","Content Assist",20,"Add F2 support for Content Assist Hover","F2 should pop up the content assist tooltip, or if hovering over content, F2 will provide focus."
"APSTUD-2752","Story","Ruby",8,"Support Ruby Watch Expressions","Support watch expressions in ruby. Looks like we can just port the RDT impl over easily. It's a single class with a couple nested classes in it, and it gets registered via a debug.core extension point."
"APSTUD-2798","Story","Publishing",1,"Add ""Deploy"" Menu-Entry to ""Merge Results"" Context Menu","When using Subclipse to merge some revisions, there's a view ""Merge Results"" where the merged files are listed. With Aptana 2.x it was possible to Upload the files directly from that view using the ftp connections.     In Aptana 3.x there's no menu entry to upload the files from that view: You have to search each of the merged files or directories in the Project Explorer (or App Explorer) and upload it there.    *There should be the ""Deploy"" Menu Entry in the context menu of the ""Merge Results""-View.*"
"APSTUD-2811","Bug","Publishing",8,"""Automatically sync my changes with the remote site"" only syncs one way","In the deployment settings, ""Automatically sync my changes with the remote site"" is selected, and ""automatically sync in both directions"" is chosen. Opening a file on the remote connection, making a change and saving the file does not initiate a sync with the local copy of the file. The local copy remains unchanged. (Opening a file locally and saving does initiate a sync and updates the remote copy as expected.)"
