"issuekey","type","components","storypoint","title","description_text"
"STL-39","New Feature","Valdator Server",1,"Startup without initializing genesis data can be confusing","""During development, it is common to startup a single validator.  This requires two steps prior to staring the validator: a) create a validator key with 'sawtooth admin keygen' and b) create data for the genesis block with 'sawtooth admin genesis'.    If a user using the single validator forgets step (b), the validator will currently startup and start peering.  The validator is essentially waiting for a genesis block before it will start publishing it's own blocks.  Peering happens in one thread while the journal is running in it's own threads.  (This maybe an imprecise description of the validator's behavior, as the implementation is fairly detailed.)    Current output in this situation looks like this:            If the user mistakenly forgot the step and is not starting another validator, this debug output does not help.  In fact, the 'None' statements look buggy as it looks like str(a) where 'a is None' in python slipped through and got logged.  (This is intentional currently, so it's not actually buggy.)    Recommend we have the genesis code identify this situation and log an INFO-level message with: 'No genesis block is present, resulting in no initial chain head; block publishing is disabled until a chain head is updated' or similar and removing the logging statements where 'None' occurs (or changing them for clarity)."""
"STL-35","New Feature","Go SDK|Packaging",1,"Research Go SDK Distribution Model","""Output of this task should be additional stories for distributing the SDK """
"STL-34","Bug","XO Family",2,"xo create's --wait option does not wait","""When creating a game with xo, it returns before the game is committed, even with --wait:    Expected behavior is for the CLI to pause until either an error is returned or the transaction has been committed to a winning block."""
"STL-82","New Feature","Documentation|Validator Global State",1,"Migrate Namespace/Address Documentation to Public Sphinx Doc","""Migrate this document into the appropriate place in the public facing documentation:"""
"STL-66","New Feature","Validator Global State",3,"Implement State Delta Registration with Fork Resolution","""State Export clients may send {{last_known_block_ids}} which may no longer exist on the chain (e.g. the connected validator had a fork that was discarded).      Implement a way for the validator and subscriber to negotiate for a known block id."""
"STL-65","New Feature","Settings Family",2,"Implement Settings Key Naming Strategy","""Addresses are made up of 70 hexadecimal digits, with the first 6 making up a transaction family namespace, and the remaining 64 make up the address of the data within the namespace.  With on-chain settings, the namespace is 000000.  The remainder of the data is made up from a series of hashes of key parts.         In order to allow users to to query for groups of settings, without having to query the whole of the the settings, there needs to be a correspondence between the key parts and the address.           The remaining 32 bytes/64 hex characters of a setting address can be broken up into 4 parts, each corresponding to a part of the setting key.  Each part of the key is hashed with sha256 and the first 16 characters of the hash are used.  For keys with less than 4 parts, the remaining hashes are produced using empty strings.  For keys with more than 4 parts, the last part will be the remaining subkey (that is, 3 individual parts, and the 4 made up of the remain subkey).      Breaking it into 4 parts limits the granularity of subqueries, for deeply nested settings, but a consistent position for the keys is necessary for subgroup queries to be predictable, without the application developer requiring knowledge of how deeply nested the settings are."""
"STL-64","New Feature","Validator Global State",3,"Implement State Delta Subscription Catch-up","""State Export clients can send \{\{last_known_block_ids}} which may be older than the current chain head.  Provide a way to send the successive events between the block id sent and the chain head."""
"STL-61","New Feature","Documentation|sawtooth-core|XO Family",1,"Write Transaction Family Spec for XO","""We do not currently have a transaction family specification for xo in our docs.  Since we use xo as our example transaction family for tutorial purposes, it would make sense to also provide a transaction family specification.  Following the format of the Sawtooth Config or Validator Registry transaction families, write a transaction family spec for the XO Family."""
"STL-56","New Feature","Valdator Server|Validator Txn Execution",1,"Add configuration option to select between schedulers","""Add command line option and file-based configuration to switch between schedulers. Update sawtooth cluster command to enable switching scheduler."""
"STL-55","New Feature","sawtooth-core|Validator Txn Execution",5,"Implement state handling in parallel scheduler branch","""Finish implementation of state handling in the parallel scheduler branch, with appropriate integration with the context manager. At the end of this effort, the parallel scheduler should work well enough that it can be used in place of the serial scheduler. """
"STL-93","New Feature","XO Family",3,"Update xo tests","""The xo TP and smoke tests don't test very much right now. xo smoke, for instance, verifies that nothing breaks when xo is run, but doesn't do any state checking at all [1]. They should be more extensive.    [1] In this sense it's a true smoke test: """"The phrase smoke test comes from electronic hardware testing. You plug in a new board and turn on the power. If you see smoke coming from the board, turn off the power. You don't have to do any more testing."""""""
"STL-114","New Feature","Continuous Integration|Documentation",1,"Publish stable docs as default, with docs from master at a sub-url","""Currently, our published documentation is not in-sync with our stable debian packages and stable docker images.  This is causing app developer confusion.  Instead, we should publish stable documentation at the same time we publish the debian/docker artifacts.  We should also generate master as we do now, but in a different URL (similar to what we do for 0.7)."""
"STL-104","Bug","XO Family",1,"Fix xo state format to handle hash collisions","""Currently, the xo examples do not handle possible hash collisions.  Instead, we have warnings like the following in xo python:    Since we use xo for our tutorials, we should provide a correct implementation which stores a list of games at the address instead of a single game, thus handling hash collisions properly.  Note that this will require an update to all xo TP implementations as well as any impacted documentation."""
"STL-103","Bug","Documentation",2,"In docs, code blocks which include source files have many empty lines","""In our documentation, use of literalinclude results in empty lines at the end of the block (see attached image).   """
"STL-97","New Feature","Documentation|REST API",1,"Clarify Python REST instructions are for Python 3","""The instructions for submitting a transaction to the REST API from a python client are Python 3 specific, but do not state the Python version requirement.  In Python 2.7, these instructions result in an error:    The page should clearly indicate that it is for Python 3."""
"STL-160","Improvement","sawtooth-core",3,"Update Poet WaitTimer and WaitCertificate Tests","""Create mock_poet_enclave_wait_timer and mock_poet_enclave to allow faster testing without using sleeps.     include Jamie on the review."""
"STL-159","Improvement","Go SDK",2,"Handle Validator Disconnects","""Handle validator disconnect events in the Go SDK correctly.    When the validator is restarted, the Go SDK does not re-connect.  Expected behavior is that a restart of the validator should not require restarting the TPs such as intkey go."""
"STL-157","New Feature","Documentation|Javascript SDK",1,"App Dev Guide: Writing Transaction Processors-JavaScript","""Partially done fro NML-2436.    Use specially written JavaScript code fragments to insert into tutorial template already created.      """
"STL-155","New Feature","Documentation|Python SDK",1,"Complete rebasing of Python Txn Tutorial","""The Python tutorial/guide for writing a transaction processor (NML-2432) is mainly complete, but is divided into two PR's due to a process anomaly.     Get the commits in the PR's merged into a single PR and clean up.     """
"STL-153","Improvement","Validator Txn Execution",5,"Create yaml based scheduler test","""With this test (framework) it will be possible to test correctness on any scheduler implementation by writing a yaml file using particular data (The test framework will create transactions and batches and mark transaction as valid or invalid as specified by the yaml). The test of correctness is that the correct merkle root is available in the scheduler for the block production/validation component to query."""
"STL-148","Improvement","PoET",1,"Remove Signup Information Verification from PoET Enclave Simulator","""Signup information is verified in the validator registry transaction processor, removing the need to verify it in the enclave."""
"STL-147","Improvement","PoET",3,"Make Setting the IAS REPORT_PUBLIC_KEY_PEM Configurable for PoET Consensus","""Currently, the validator registry transaction processor and the PoET enclave simulator use a predetermined IAS verification key to check attestation verification report signature.    This IAS verification key needs to be configurable."""
"STL-146","Improvement","PoET",1,"Make Setting the IAS Enclave Basename Configurable for PoET Consensus","""Currently, the validator registry transaction processor and the PoET enclave simulator use a predetermined enclave basename to check against the attestation verification report. The SGX enclave checks against its own enclave basename value.    This enclave basename value needs to be configurable."""
"STL-144","Improvement","PoET",1,"Make Setting the IAS Enclave Measurement Configurable for PoET consensus","""Currently, the validator registry transaction processor and the PoET enclave simulator use a predetermined enclave measurement to check against the attestation verification report. The SGX enclave checks against its own enclave measurement value.    This enclave measurement value needs to be configurable."""
"STL-143","Improvement","PoET",2,"Remove Dependency on kwargs in PoET Enclave Simulator","""The PoET simulator enclave still is dependent upon the old configuration model (i.e., passing all configuration via kwargs dictionary).  This dependency needs to be removed and the PoET simulator needs to be updated to use either the new config transaction family or the new local configuration being work on by [~dan.middleton@intel.com]."""
"STL-135","Task","PoET",2,"PoET Block Publisher - claim readiness if the wait timer has expired","""Check that PoET Block Publisher claims readiness only when it is time to claim the current candidate blocks - the wait timer has expired.  check_publish_block()  return self._wait_timer.has_expired(now=time.time())"""
"STL-134","Task","PoET",2,"PoET Fork Resolver - current & new fork heads are not PoET blocks","""Test conditions:  Current fork head is not a PoET block  New fork head is not a Poet block   - new fork head builds directly on top of it (i.e., the new fork head has the current fork head as its previous block)   - new fork head does not build directly on top of it"""
"STL-133","Task","PoET",5,"PoET Block Publisher - initialize_block() Failure & Success Cases","""- Verify that it returns False if the validator does not have an entry in the validator registry   - Verify that it returns False if the PoET public key in the validator registry is not current   - Verify that it returns False if the K (block claim count) test fails   - Verify that it returns False if the validator sign up info was committed too late   - Verify that it returns False if the C policy (block claim delay) test fails   - Verify that it returns False if the Z policy (block claim frequency) test fails   - Verify that it returns True if the validator passes all the tests above"""
"STL-132","Task","PoET",3,"PoET Fork Resolver - current & new fork heads are both PoET blocks ","""- current fork head and new fork head previous blocks are the same (i.e., they both build on the same block)   - current fork wait certificate duration < new fork wait certificate duration   - current fork wait certificate duration > new fork wait certificate duration   - current fork wait certificate duration == new fork wait certificate duration   - current fork header signature > new fork header signature   - new fork header signature >= current fork header signature   - current fork head and new fork head previous blocks are not the same   - current fork consensus state aggregate local mean > new fork consensus state aggregate  local mean + new fork wait certificate local mean   - current fork consensus state aggregate local mean < new fork consensus state aggregate  local mean + new fork wait certificate local mean   - current fork consensus state aggregate local mean == new fork consensus state aggregate  local mean + new fork wait certificate local mean   - current fork header signature > new fork header signature   - new fork header signature >= current fork header signature"""
"STL-131","Task","PoET",1,"Refactor - create MockConsensusState()","""Create a MockConsensusState() to eliminate duplicate code in most tests in test_consensus."""
"STL-185","Bug","Python SDK|sawtooth-core",1,"xo create should send a friendly response after waiting","""Creating a game with xo currently prints out a raw JSON response from the REST API. It should instead wait for the block to commit, and then print a friendlier XO-specific confirmation."""
"STL-188","Improvement","PoET",2,"Fix PoET Block Publisher State Persistence","""The PoET block publisher uses one or more class variables to persist state across creation of PoET block publisher objects.  While this works, it is quite ugly when it comes to devising unit tests.  This """"global"""" state needs to be persisted in a better way.  Of highest importance is keeping track of the current PoET public key, which can probably be persisted in the PoET Key Store, an already existing global state persistence used by the PoET block publisher."""
"STL-209","Improvement","PoET",1,"Remove PoET as a Service","""The PoET as a Service code should be removed from the repo."""
"STL-198","New Feature","Documentation",2,"App Dev Guide's Transaction Processor Tutorial lacks xo CLI examples","""The tutorial as it currently exists covers the creation of a transaction processor, for which we have a full implementation to serve as an example.    Instead of ending as it does currently, the tutorial should continue by showing some client examples as well, including game play using the xo CLI.    This could potentially change the tutorial from a transaction processor tutorial to a more comprehensive application development tutorial covering transaction processor and client-side transaction submission and state viewing."""
"STL-197","New Feature","Documentation",2,"App Dev Guide's Transaction Processor Tutorial Python is vagrant specific","""The """"Transaction Processor Tutorial Python"""" contains vagrant-specific instructions, which are invalid in this context (vagrant is a core guide topic).  This includes path references to /project, for example.  This needs to be cleaned up so it makes sense in terms of the environment setup provided in the Application Development Guide."""
"STL-196","Bug","Documentation",1,"App Dev Guide has duplicate sections for transaction family tutorial","""The Application developer guide has both a top-level section called 'Transaction Family Tutorial' as well as the Python SDK/Transaction Processor Tutorial Python.  There should only be one TF tutorial section for python."""
"STL-195","New Feature","Documentation",3,"App Dev Guide flow is confusing when using docker","""The Environment Setup section describes how to startup a sawtooth environment easily with Docker.  This is probably the easiest/best option for most application developers.    The """"Getting Started with Hyperledger Sawtooth"""" section describes things in a way that would be more appropriate for native Ubuntu installs or vagrant.  For example, when using Docker, you do not manually startup the validator or worry about genesis block creation as it is done for you in the docker compose file.    Some of this content should be rewritten and generalized.  Other portions of the content should move into the Ubuntu install section of the Environment Setup guide.  (Similar to how we show docker compose up/down, we could show basic operations when installing via deb packages.)"""
