"issuekey","type","components","storypoint","title","description_text"
"NEXUS-540","Bug","Repository",1,"Repositories: Creating new repository returns nothing","""I created a repository using the test harness, and nothing was returned.    The other API's return the created object back,  this is important because some default values might be set or something changed.     This also effects the Groups"""
"NEXUS-5831","Improvement","P2",2,"[p2] serve jarred repository metadata","""nexus p2 plugin should serve jarred repository metadata and not raw xml files"""
"NEXUS-2911","Bug","UI",0,"Authentication error shows up as ""400 bad request"" during smtp validation.","""In the log after hitting """"Test SMTP Settings"""".        So we know that the problem is an authentication error.  However the user sees """"400 bad request"""" (see screenshot).    We should give a reasonable error message in this case."""
"NEXUS-3119","Improvement","UI",1,"Show status (active/disbaled) of user in the list of users (in the Users panel)","""Any users managed by the default Nexus realm can be in an active or disabled status. It would be nice if this info is shown in the Users panel listing all users, e.g. by adding a 'Status' column."""
"NEXUS-3201","Bug","Security",1,"Log spam about LegacyAuthorizationManager when LDAP realm is enabled","""I'm seeing multiple lines like this in the log after enabling the LDAP realm:    2010-01-15 16:36:22 WARN  [tp-1328231241-4] - o.s.s.a.Authorizati~          - LegacyAuthorizationManager is not configured, it should be removed.    I don't see any side effects from this, but I'm filing this issue because it looks like it is possible that LegacyAuthorizationManager should be removed. :-)    """
"NEXUS-3388","Improvement","UI",3,"Improvements to left nav","""Move """"System Files"""" and  """"Licensing"""" to the administration tab.  Move """"Repository Targets"""" to Security    Under Help have:  About Nexus  Documentation  Browse Issue Tracker    Documentation should open a new tab like About Nexus does. Here we should have the rest of the links currently under help.    Administration, Security and Help should be collapsed by default."""
"NEXUS-3435","Improvement","Security",1,"Add Clear Cache method to SecuritySystem","""Should be simple to do, its basically what the .start() method does in the default impl."""
"NEXUS-3448","Bug","Repository",1,"When downloading artifacts through REST redirect the user is not prompted for authorization.","""If a user attempts to download an artifact using the redirect service and they do not have authorization, they get a page saying """"access denied"""".    They should get an authorization dialog."""
"NEXUS-3717","Improvement","Capabilities",3,"Generic source of options for combo/multi selection field","""Currently there is only one combo selection type """"repo-or-group"""". The handling of this is hardcoded in UI so adding a new combo type is impossible without changing the UI = not a pluggable solution.  Solution is to change the combo type to not be related to a specific resource but make type returning the url of a rest resource that can provide possible options values. The rest resource will be expected to return resources of type id/description."""
"NEXUS-3716","Improvement","Capabilities",2,"Capability validation","""There should be possible for a capability to provide additional validations such as for example not allowing multiple capabilities for same repository or value validation beside the regex value validator.  This could be archived by capability provider providing a validator implementation related to capability via capability id (same as for factory). If available, before saving a capability the validator is asked to validate create/update values."""
"NEXUS-3715","Improvement","Capabilities",3,"Multi select form field","""The UI / backend form field should support multi selection type. This allows choosing from a list of possible options similar to combo type only that it allows more then one selection.  The list of possible options should be provided via a rest resource."""
"NEXUS-3722","Bug","UI",1,"Manually uploaded artifacts do not show ""uploaded by"" in artifact information","""I have manually uploaded an artifact to a hosted repo and the upload by field remains empty although I was logged in and anonymous access has been disabled."""
"NEXUS-3817","Improvement","Repository",3,"Backport the rev7251 change to 1.7.2 branch","""Backport the rev7251 change to 1.7.2 branch."""
"NEXUS-3833","Improvement","Search",3,"As a user, I am confused by the re-index task and schedule it unnecessarily.","""Many of our users mistakenly think that the lucene indexes need to be completely rebuilt periodically.    We need to make it clear that this isn't necessary.    Here's a proposal to start the discussion.  Existing """"re-index"""" task goes away, and the new set of tasks looks like this:    *Update Indexes*    Proxy Repositories:  This will check for updates on the remote, and download and process them as appropriate  Hosted Repositories: No-Op    Existing """"re-index"""" jobs would be converted to """"update index"""" jobs.    *Repair Indexes*    Proxy Repositories:  Download and process full index from remote.  Hosted Repositories: Rebuild index from information on disk    We might want to consider prohibiting users from scheduling this task to execute periodically.  If we did this it would impact a few customers who deploy directly to local storage, these would need to run the repair index task via REST.      *Publish Indexes*    Same as today, publishes indexes for downstream consumption      """
"NEXUS-6448","Bug","Staging",2,"Releasing a staging repository doesn't take target repository deployment policy into account","""Just noticed while testing staging for 1.8.0.1 release, that if i have GAV foo:artifact:1.0 deployed to a release repository, and then i stage that same artifact, and release it to the same target repository, i get no errors, even though the target repository has Deployment Policy of Disable Redeploy"""
"NEXUS-3864","Improvement","REST",3,"Remove unused properties from IndexTreeView DTO, to lessen huge payload size","""Remove unused properties from IndexTreeView DTO, to lessen huge payload size.    We have reported about 100k of JSON response payload sizes, since all the node types (except type """"G"""") carries what is know up to that level (""""A"""": GA, """"V"""": GAV, """"artifact"""":GAV+), but the UI uses only properties supplied on """"artifact"""" type nodes.    By removing other properties, we may lessen the payload size a lot."""
