"issuekey","type","components","storypoint","title","description_text"
"EVG-336","New Feature","app",1,"Spawnhost in AWS regions besides us-east-1","""[~david.hows] recently spent a month in NYC as a new """"exo-dev"""" for the kernel team. He proclaimed MCI as a """"Brilliant magical tool, knowledge and access to it needs to be shared widely.""""    One point he identified: +spawnhost+ functionality is incredibly helpful, *except when the host is on the other side of the world from you*. Packet latency from Sydney to us-east-1 is bad and Windows RDP is especially unusable with high latency.    If we roll out spawnhost functionality more widely to support staff, Dublin will feel the same pinch, but Sydney will still feel it most.    *Request*: allow spawnhost users to provision instance in a alternate Amazon EC2 region.    - I think you need [AMI Copy for Amazon EC2|http://aws.amazon.com/about-aws/whats-new/2013/03/12/announcing-ami-copy-for-amazon-ec2/]  -- pay for transfer and storage in the new region  - Initial EC2 regions supported:  -- US East (Virginia) = us-east-1  -- Asia Pacific (Sydney) = ap-southeast-2  -- MAYBE: EU West (Ireland) = eu-west-1  - Add a pull-down menu on the """"spawnhost configure"""" page to select AWS region (small set we allow)  - Use MCI user timezone preferences to select an EC2 region for the user?  -- or make it another preference?  """
"EVG-90","Improvement","app",2,"get rid of global locking","""its bad design and its gettin pretty irritating to users when patches time out."""
"EVG-136","Improvement","app",1,"hostinit should use workdir","""In provisioning and setting up a host, the hostinit process should do all it's work in the specified distro working directory."""
"EVG-298","Improvement","app",1,"Simplify util.FileExists API","""the function definition is        which accepts multiple arguments then path joins them together. However, none of our code actually makes use of this multi-arg approach. We always do a filepath.Join() on the inputs before passing them to FileExists in our code. Let's change the function to behave the way we're using it."""
"EVG-68","New Feature","app",2,"allow terminating a host directly from UI","""if """"decommissioning"""" a host isn't good enough (the host is actually stuck in a weird state that decommissioning won't get it out of) it would be useful to have the ability to just forceably terminate it right away."""
"EVG-223","New Feature","app",2,"Add patch alert triggers","""as an extension of the alert/notify rewrite"""
"EVG-497","Bug","legacy-ui",2,"""Terminate host ()?""","""When clicking the trash icon on https://evergreen.mongodb.com/ui/spawn I get a thoughtful question if I am sure if I want to terminate the instance... But it doesn't tell me which instance.    The message appears to supposed to have more info  {code}  public/static/partials/user_host_terminate.html:      Terminate <strong>[[curHostData.distro._id]]</strong> host (<strong>[[curHostData.id]]</strong>)?  {code}    But only becomes    """
"EVG-518","Task","app",1,"Remove InsecureSkipVerify with modified go http package","""evaluate whether or not we can take out InsecureSkipVerify with the modified http package for go 1.6  """
"EVG-631","Improvement","app",1,"Log an event whenever a user sets priority","""Would be nice to have the option to look this up if we ever encounter a string of abuse."""
"EVG-700","Improvement","legacy-ui",2,"Add git tags in commit, if any, to waterfall page","""Is it possible to display any tags a given commit has in the waterfall page? Now that there are no BUMP commits for releases this information will be very useful to identify releases.    See attached screenshot for details.    Thanks,  Ramón.    Cc [~geert.bosch]"""
"EVG-763","Task","app",2,"evergreen configuration validator should validate commands inside of functions ","""e.g. if a function definition is missing a command field, it should raise an error in the validator."""
"EVG-805","Bug","app",1,"Disallow decommissioning static hosts","""That status doesn't make a lot of sense for static hosts - they should either be running or quarantined on the hosts page. There also appear to be some internal process(es?) that attempt to terminate hosts in this status."""
"EVG-929","New Feature","app",1,"spawn page should give helpful error if there are no spawnable distros","""This will only affect deployments where no distro types allow user spawning. Right now on such deployments, you can set up a public key but cannot click the """"SPAWN"""" button, with no error message to indicate why."""
"EVG-939","Bug","app",1,"'Error setting host RDP password' message incorrectly displays error message","""I received this error message:      """"\[object Object\]"""" should be the error message instead, presumably."""
"EVG-948","New Feature","app",1,"Add revision order number to expansions","""This will allow users to upload artifacts with a monotonically increasing sequence number."""
"EVG-992","New Feature","app",1,"""json.get"" and ""s3.get"" commands should automatically create outer directory if it doesn't exist yet","""for example, in :      if """"src"""" doesn't exist, we should just automatically mkdir it before trying to write stand.json into it.  This avoids the need for the project maintainer to have to remember to explicitly do a """"mkdir"""" somewhere before the command runs.    The workaround is to add the following before the json.get:    """
"EVG-1016","Improvement","app",1,"System.out/err xUnit output not displayed","""See [this build|https://evergreen.mongodb.com/task/mongo_java_driver_ubuntu_1404_test_0078a5e9b337fd76cacf38c2185c84a67ed25a5b_16_05_16_15_31_47#/log/E]    Many of the test suites should have System.out content in the test report, e.g.        I don't see it displayed anywhere in the UI."""
"EVG-1041","New Feature","legacy-ui",2,"Add audit log for user-triggered events with filtering","""Would be nice to have an audit log listing who did what at what time on Evergreen.    Right now if I need to restart a task I can add a note via the Build Baron plugin saying """"I restarted this task"""", but if I need to restart all failures in a build (EVG-429) I can't easily add a note to all the restarted tasks.    Ideally the audit log would have some filtering mechanism (like the waterfall view has) so one could type """"restart"""" to see all the recent task restarts.    I think this would be useful information for the Build Baron to have, so the """"audit log"""" is just a proposal. If a task restart (or cancellation, or priority change) automatically added a note visible via the BB plugin I think that would meet the requirements."""
"EVG-1053","Bug","app",1,"repo tracker should not try to fetch info on projects that are still in the process of being configured","""Creating a new project from the admin panel inserts a record into the project refs, and the next repo tracker run tries to pull commits for that project ref even when the user has not yet finished updating it with the repo owner/name/branch etc.    This results in almost always getting at least 1 alert about the project being broken as it's being set up, which is pretty annoying (and confusing)."""
"EVG-1066","New Feature","app",2,"hosts page should show idle time of each host","""It shows how long the host has been up, and (if applicable) how long the current task has been running.  But, there's no way to see how long an idle host has been idle, without going to a specific host's page and inspecting its event log."""
"EVG-3011","Task","perf-tools",8,"Add ability to zoom out on performance trend graphs","""From multiple discussions it would be nice to be able to zoom out on the trend graphs on mongo-perf and sys-perf to see longer term trends. The data could be sampled as we zoom out. """
"EVG-9556","New Feature","platform",1,"Define test result type and reporting format for greenbay","""Include methods for creating, aggregating, printing, writing to a file, both in human readable format and in evergreen's report.json format."""
"EVG-9415","New Feature","platform",0.5,"Write build system and Evergreen configuration for greenbay","""This will borrow significantly from the amboy/curator/etc projects."""
"EVG-1245","Improvement","app",2,"New Project should be disabled on project page for non super-users","""Project admins cannot create their own projects. """
