"issuekey","type","components","storypoint","title","description_text"
"MULE-4223","Bug","Build: Distributions",0,"Use of tr [:upper:] [:lower:] | tr -d [:blank:] in bin/mule fails on Solaris 10 ","""When trying to run bin/mule on a Solaris 10 system following error occurs  Bad string Bad string Bad string Bad string Your machine's hardware type (uname -m) was not recognized by the Service Wrapper as a supported platform. Please report this message along with your machine's processor/architecture. Error occurs on line 389  DIST_OS=`uname -s | tr [:upper:] [:lower:] | tr -d [:blank:]`  and again on 419 PROC_ARCH=`uname $UNAME_PROC_OPTION | tr [:upper:] [:lower:] | tr -d [:blank:]` of bin/mule in the 2.1.2 release  This syntax is not supported on Solaris 10 to fix use on line 389 DIST_OS=`uname -s | tr [A-Z] [a-z] | tr -d ' '`  and line 419  PROC_ARCH=`uname $UNAME_PROC_OPTION |  tr [A-Z] [a-z] | tr -d ' '`  """
"MULE-5382","Bug","Modules: XML, XSLT, XPath, SXC",0,"XSL Transformation fails with xsl:result-document on repeated transformations","""xsl:result-document outputs a file to the configured href.      The first time the transformation of a particular file is carried out it succeeds, after that it fails with the following error.    """"Cannot write more than one result document to the same URI, or write to a URI    that has been read:""""    In my particular set-up, Mule is listening on a particular directory. When a file is dropped in that directory the transformation is applied.  When I drop the same file a second (or third etc.) time I see this error.    It seems probably that the issue is because the transformer is not getting reset after each transformation.  In the XsltTransformer file (v2.2.1), I added the line transformer.reset(); (after transformer.clearParameters();) and that seemed to resolve the issue."""
"MULE-6087","Enhancement Request","Core: (other)",8,"Include validation module in Mule core distribution","""Emiliano created a validation module, something that's missing inside mule.    Validation module support built-in validators. Also it supports different types of exceptions for each validation allowing to generate a different response for each kind of exception.    Module: http://mulesoft.github.com/mule-module-validation/    """
"MULE-6129","Enhancement Request","Core: Routing / Filters",2,"Change default behavior for Choice when no otherwise Processor is set","""In a mule flow, when using a <choice> message router without setting a Processor in the <otherwise> section, and the MuleMessage does not match any of the <when> clauses, an exception is thrown. To achieve a conditional behavior currently mule requires to set a dummy processor on the otherwise clause. One usability improvement would be letting the message be processed by the remaining part of the flow if no <when> clause was matched and no <otherwise> processor provided."""
"MULE-6145","Enhancement Request","Core: Routing / Filters",8,"until-successful should support synchronous use cases","""Imagine a simple synchronous HTTP proxy use case, e.g.:    <flow>      <http:inbound-endpoint.../>      <http:outbound-endpoint.../>  </flow>    If outbound endpoint is wrapped in until-successful, the flow won't work anymore. until-successful must support synchronous scenarios as well."""
"MULE-6172","Enhancement Request","Build: Libraries / Dependencies",3,"Upgrade apache-commons-pool","""Since error handling in current version of Apache commons-pool is buggy (borrowConnection method throws a NoSuchElementException losing the original cause) we may need to update the library. Version 1.6 DOES NOT fix the issue. However, current code in trunk tackles the issue (we'll have to wait for a new release).     """
"MULE-6251","Enhancement Request","Core: (other)",3,"Add a default object store for non internal usages","""Current version provides object stores default (persistent/in memory) to use while processing events internally but there is no object store which could be used by users as default."""
"MULE-6355","Bug","Modules: CXF",8,"soapVersion ignored on CXF proxy","""Invoking this proxy with a Soap 1.2 message fails with a WARNing in the logs and a SOAP fault for the caller:        NB. Removing the soapVersion attribute and invoking the same proxy with a SOAP 1.1 message works with intense happiness."""
"MULE-6367","Bug","Transport: FTP / SFTP",5,"FTP Inbound endpoint fails when reading empty file","""Put an empty file into FTP inbound path"""
"MULE-6386","Bug","Transport: Quartz",5,"Outbound endpoint with scheduled dispatch job delivers messages again and again","""If you send test messages to vm://test.in (say every second with a different payload for ex 1 2 3 ...) you'll notice that what's delivered to vm://accumulatedMessageHandler is:    {{1 2 3 4 5}}    then    {{1 2 3 4 5 6 7 8 9 10}}    then    {{1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16}}    (in a random order but the idea is here)"""
"MULE-6417","Bug","Core: Components",0,"/ by zero in ComponentStatistics","""Recently I have been querying JMX statistics periodically via the MXBean interface (domain=Mule.*, type=org.mule.Statistics). After collecting statistics for each MBean, I reset the bean by invoking """"clearStatistics"""" with no arguments, so that I can come back and collect fresh statistics later.    Howeven, when I do this while mule is under load, I see that the ComponentStatistics class starts to throw an exception on a divide-by-zero error. It tends to happen on multiple processor threads, and it seems to be a persistent issue - i.e. it throws the error every few seconds until I restart mule. I am uncertain if a message is trapped in limbo due to the repeated exception, but I think it may be as the message seems to repeat over and over again.    ERROR org.mule.exception.DefaultMessagingExceptionStrategy - Caught exception in Exception Strategy: / by zero  java.lang.ArithmeticException: / by zero          at org.mule.management.stats.ComponentStatistics.addExecutionBranchTime(ComponentStatistics.java:163)          at org.mule.management.stats.FlowConstructStatistics.addFlowExecutionBranchTime(FlowConstructStatistics.java:110)          at org.mule.management.stats.ProcessingTime.addFlowExecutionBranchTime(ProcessingTime.java:95)          at org.mule.interceptor.ProcessingTimeInterceptor.last(ProcessingTimeInterceptor.java:53)          at org.mule.interceptor.AbstractEnvelopeInterceptor.process(AbstractEnvelopeInterceptor.java:61)          at org.mule.processor.AsyncInterceptingMessageProcessor.processNextTimed(AsyncInterceptingMessageProcessor.java:111)          at org.mule.processor.AsyncInterceptingMessageProcessor$AsyncMessageProcessorWorker.doRun(AsyncInterceptingMessageProcessor.java:158)          at org.mule.work.AbstractMuleEventWork.run(AbstractMuleEventWork.java:43)          at org.mule.work.WorkerContext.run(WorkerContext.java:310)          at java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy.rejectedExecution(ThreadPoolExecutor.java:1746)          at java.util.concurrent.ThreadPoolExecutor.reject(ThreadPoolExecutor.java:767)          at java.util.concurrent.ThreadPoolExecutor.execute(ThreadPoolExecutor.java:658)          at org.mule.work.ScheduleWorkExecutor.doExecute(ScheduleWorkExecutor.java:41)          at org.mule.work.MuleWorkManager.executeWork(MuleWorkManager.java:250)          at org.mule.work.MuleWorkManager.scheduleWork(MuleWorkManager.java:218)          at org.mule.processor.SedaStageInterceptingMessageProcessor.run(SedaStageInterceptingMessageProcessor.java:233)          at org.mule.work.WorkerContext.run(WorkerContext.java:310)          at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)          at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)          at java.lang.Thread.run(Thread.java:662)  """
"MULE-6441","Bug","Core: Components",5,"Inconsistent behaviour of foreach with inside flowvar","""The index of the foreach inside the flow of the flowref is not consistent.  It seems that there is a lack of atomicity with the invocation variables causing as a result jump of indexes of the iteration and overwrite of invocation variables.    In the example below my payload is the result of a sql query so an ArrayList<CaseInsensitiveHashMap>. I save the value of each row in a flow variable to make it always available in next operations (the original project has more flowRef).  The problem comes out because in the contained flow accessed by the flowRef, the invocation variable carrying the index of the iteration and also the name of the element that I saved is not consistent during each iteration. Sometimes some idexes are jumped and also the element of my array tooks more time the same value."""
"MULE-6468","Bug","Transport: HTTP(S) / Jetty",8,"Messages generated from http-messages.properties should be escaped when returned to the client as http response","""Currently if you send the the following http request:        you will receive the following response:        containing potential malicious javascript code that the browser will run.    Anytime a message is returned to the client the inputs should be parsed to prevent this kind of problems"""
