"issuekey","type","components","storypoint","title","description_text"
"XD-10","Story","Runtime",5,"Reactor based http ingestion","""When there is support for boostrapping a http server in the reactor project, and inbound SI adapter and associated XD source module should be created."""
"XD-7","Story","Analytics",1,"Tuple data structure","""The tuple data structure should be backward compatible in functionality for use in spring batch.  Porting over FieldSet tests in spring batch to use the tuple data structure is one way help ensure that compatibility."""
"XD-24","Story","Ingest",2,"Create pipes and filters DSL for ingestion","""Initial simple handcoded implementation for straight through pipe and filter model, e.g. a | b | c"""
"XD-22","Technical task","Runtime",0,"Create Module base abstractions","""A module groups together a collection of spring configuration files."""
"XD-33","Technical task","Runtime",0,"Implement LocalChannelRegistry","""This should be usable within a single JVM process. Lives within shared application context of the process. """
"XD-32","Technical task","Runtime",0,"Create base Channel Registry abstraction","""Define the ChannelRegistry interface. """
"XD-31","Story","Analytics",5,"Create field-value counters","""A field-value counter is useful for bar chart graphs, Strings on x-axis and count on y-axis.  Maps well to zset in redis. Implementations for in-memory and redis."""
"XD-30","Story","Analytics",1,"Create a simple counter service","""A simple counters can increment/decrement a number.  Implementations for in-memory and redis."""
"XD-29","Story","Analytics",5,"Create rich gauge service","""A rich gauge stores a number and also rmd, min, max. Implementations for in-memory and redis."""
"XD-28","Story","Analytics",1,"Create simple gague service","""A gauge just stores a number.  Implementations for in-memory and redis."""
"XD-37","Story","Packaging",2,"Gradle based multi-project build","""multi project build. - look to Spring Framework for source of starting point."""
"XD-45","Story","Analytics",1,"Remove the expiry of keys in Redis based repositories","""There is duplicated code in Redis based repositories that related to expiry behavior, move into a common shared helper class and/or base class."""
"XD-44","Story","Analytics",1,"Redis based repositories should use a NamingStrategy class to calculate the name of the key to use for persistence","""RedisCounterRepository and RedisGaugeRepository have duplicated code that needs to be factored out into a one place.  One such duplication is the determination of the key name to use for persistence.  This should be abstracted out into a strategy helper class."""
"XD-43","Story","Analytics",5,"Metric repositories should support Spring Data CrudRepository interface","""This provides common CRUD behavior and a shared interface that can be useful in testing scenarios.  """
"XD-50","Story","Analytics|Runtime",2,"Add tap support to DIRT","""syntax:   """
"XD-56","Story","Analytics",2,"Switch to use Lettuce driver for Redis","""Replace the use of Jedis with Lettuce as it has higher performance"""
"XD-55","Story","Analytics",3,"SI ServiceActivator for an XD Metrics backed Field Value Counter","""A Spring Integration based @ServiceActivator that counts the occurrence of field names, from either a tuple data structure or a POJO, using the Spring XD metrics support."""
"XD-54","Story","Analytics",1,"XD Metrics backed Message Counter","""A Spring Integration based @ServiceActivator that counts the number of messages using the Spring XD metrics support"""
"XD-53","Story","Runtime",13,"Design and document desired high level DSL for configuring data processing in XD","""Start to explore how the DSL can cover both advanced (non-linear) spring integration flows as well as spring batch jobs."""
"XD-58","Bug","Packaging",1,"build.gradle doesn't handle a small handful of libraries","""Trying to build spring-xd for the first resulted in lots of errors inside STS (I had an empty .m2 repo)."""
"XD-59","Story","Analytics",1,"Tuple should support storing nested tuples","""Nested tuple structures shoudl be supported,  getTuple(int index), getTuple(String name)"""
"XD-60","Story","Analytics",1,"Saving a metric (Counter, Gauge..) with an existing name should throw an exception","""The difference between saving a new metric and updating an existing one needs to be defined.  Suggest that if we try to save when an existing counter is already in the database to throw exception, such as DataIntegrityViolationException."""
"XD-65","Story","Ingest",2,"Gemfire Sink to update a gemfire cache.","""Update a gemfire region."""
"XD-62","Story","Batch",5,"Use the tuple data structure to process data in a spring batch step ","""Do not require a POJO in order to do end-to-end processing in a batch step."""
"XD-61","Story","Packaging",8,"Create distributable artifact that contains server application and start/stop scripts","""The gradle application task should get us most of the way to create a distributable artifact akin to what you see when downloading tomcat/jetty etc.  Now there is a launch task  task(launch, dependsOn: 'classes', type: JavaExec) {   main = 'org.springframework.xd.dirt.stream.StreamServer'   classpath = sourceSets.test.runtimeClasspath  }   The same main should be referenced in the application plugin, a task to create a .zip distributable is needed.  Ideally would be nice to  1. download .zip 2. unzip 3. cd spring-xd/bin 4. xdserver start   and gracefully shutdown later with   5. xdserver stop  I don't know if we can/should bundle redis, I think we should bundle it.  The scripts can be for unix/linux and for windows.    Discuss a brew based install as well. """
