"issuekey","type","components","storypoint","title","description_text"
"SERVER-16612","Task","Storage",5,"Implicitly zeroed files in WiredTiger","""There is a problem with the implicit zeroing of files by the kernel on certain platforms - see SERVER-15369 for more details. A workaround was put into place for this issue for mmapv1 files to explicitly zero .ns files.    The purpose of this ticket is to determine:  * in what areas will WiredTiger have similar vulnerabilities to this issue?  * what will be the customer impact of this issue to WiredTiger?  * beyond advising customers to avoid using WiredTiger on platforms with the issue, can we reasonably work around the problem by explicitly zeroing all files rather than relying on the kernel's implicit zeroing?"""
"SERVER-17014","Bug","Indexing",0,"foreground index build blocks database reads and writes","""Some discussion is at https://groups.google.com/forum/#!topic/mongodb-dev/_1IrogzovEQ. When I create an index with background:false then many (all?) operations in the db are blocked even for engines like WiredTiger that don't require a per-db writer lock. The URL above shows thread stacks where background jobs (TTLMonitor, ClientCursorMonitor) get blocked on a per-db lock by a background:false index create. I assume bad things can happen when TTL enforcement doesn't run for too long.  This creates other problems as """"show collections"""", db.$foo.getIndexes() and queries from other collections in the same database will be blocked for the duration of the index create.   While background:true is the workaround background index creation can take more time."""
"SERVER-18840","Improvement","Testing Infrastructure",1,"resmoke should indicate status of test in abbreviated log output during run, before logging everything at the end","""When resmoke is running a batch of tests and logging to buildlogger, after each test finishes it prints a line like:        It would be helpful to indicate here if the test passed/failed, so if a suite is running in evergreen but hasn't finished yet, i can eyeball if the suite is going to fail by looking at the logs.      """
"SERVER-19895","Improvement","Testing Infrastructure",2,"resmoke failures should self-document","""When resmoke fails, it should print out steps to help the user debug the failure. E.g. when resmoke detects that it's run in Evergreen, it should print out the places that the user should look for symptoms.    Original description:  At shutdown time, a fixture (Replication or Sharding) checks the return status of all the process shutdown procedures.  If any of them have returned 'false' (which means that the process returned a non-0 exit status), it fails the test suite associated with that fixture.  It would be helpful if the fixture wrote a message to the log stating which process caused the suite failure.  Currently, the only way to diagnose this is to scour the logs looking for the exit status of each process; since we are looking for a line that is *not* """"exited with code 0."""", this is not a simple search to undertake."""
"SERVER-20056","Improvement","WiredTiger",3,"Log a startup warning if wiredTigerCacheSizeGB is > 80% of RAM","""Currently you can set wiredTigerCacheSizeGB to be 100% of available memory, which will almost certainly lead to problems.    Perhaps a startup check here to confirm that wiredTigerCacheSizeGB is < 80% of available Memory.  """
"SERVER-20960","New Feature","Indexing",0,"Default index build option support in config/runtime","""Add support for index build preferences in the config file and/or mongod runtime parameters.    Specifically to control preferences for background or foreground index build options.    *EDIT*: in SERVER-24041 the following request was added:  {quote}  It would be great if I can block foreground index creation by configuration.  {quote}"""
"SERVER-21861","Improvement","Shell",3,"Better Timestamp object comparison in mongo shell","""It would be great if the <, >, <=, >= operators on Timestamp objects would work as expected. The bsonWoCompare can be used for the mean time even though it will end up comparing the member functions as well as long as 't' fields are compared first over the 'i' fields."""
"SERVER-24918","Task","Performance",2,"perf.yml is not using Evergreen modules","""The control file for the performance project in Evergreen 'perf.yml' is not using the Evergreen module support. We should move to use modules to make testing changes in mongo-perf and dsi easier.    Module for DSI and for mongo-perf repos. """
"SERVER-25548","Improvement","Testing Infrastructure",2,"resmoke should not continue after a shell crash","""Currently, resmoke stops the test if a mongo server has crashed in {{job.py}}. We should have it do the same for a shell crash.    For suites that use the shell to spawn servers, a shell crash would cause the servers to not be terminated. Subsequent tests will then run on servers from previous tests, causing either test failures or hangs.    Having these additional failures defeat the purpose of running with continueOnFailure."""
"SERVER-26319","Improvement","Testing Infrastructure",1,"Deleting a test results in ""ValueError: Unrecognized jstest""","""When a file is included or [excluded explicitly by name|https://github.com/mongodb/mongo/blob/r3.4.0-rc1/buildscripts/resmokelib/selector.py#L237] (i.e. not by glob pattern or tag), then an error is raised if the test isn't found. This is done to ensure that the blacklist for a suite is updated when a test is renamed or deleted. We should consider improving [the """"ValueError: Unrecognized jstest"""" error message|https://github.com/mongodb/mongo/blob/r3.4.0-rc1/buildscripts/resmokelib/selector.py#L295] to be clearer about potentially needing to update an entry in the blacklist.    h6. Original description    In master, deleting the test loglong.js causes a failure:  https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_sharded_collections_jscore_passthrough_c172cc49e735b6e48f58662e5588961216d3cff0_16_09_25_23_17_00    In this patch, I moved loglong.js to a new location and it causes the compile to fail:  https://evergreen.mongodb.com/version/57e577943ff12239ba00ab4f"""
